Player,team,opponent,proj_mins,conf,last_5_games,last_5_games_fouls,pos,stat,bet_side,stat_projection,line,odds,book,win_pct,expected_value,xAiScore,manualRtg,manualNotes,full_odds_meta_data,team_averages,minutes_injury_summary,minutes_confidence_justification,xAiContext,matched_sim_means,sim_source,game_time_cst,kenpom_player_url
Braylon Mullins,Connecticut,UCLA,29.0,0.95,"[33, 34, 32, 27, 37]","[3.3, 3.4, 3.2, 2.7, 3.7]",GF,points_rebounds_assists,under,14.7049,16.5,-128,sleeper,0.65,1.1595,88,,LINE_CHANGED_18.5_TO_16.5:,sleeper 16.5 O -128; U -128,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Slightly high std dev but consistent recent usage in lineups,"Minutes proj 29 aligns w/ last5 avg 30.2 (26-37), high confidence, starter role firm post-injury. Recent PRA last5:11(Duke),13(MSU),22(UCLA),20(Furman),12(SJU) avg15.6<16.5; 3/5 unders. Tourn avg16.5 but pts low recently (8-17) on poor 3PT shooting pre-hero shot. Reb/ast steady ~3.5/1.4. Low team PTS proj 70 vs 78.7 avg favors under PRA. Volatile output (11-28 range) dings score slightly; no news changes.","9.71,3.69,1.30","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=58096
Tomislav Ivisic,Illinois,Connecticut,27.0,0.95,"[24, 21, 23, 29, 27]","[1.9, 1.6, 1.8, 2.2, 2.1]",C,threes,under,1.2418,1.5,-130,fanatics,0.65,1.1553,88,,,caesars 1.5 O -102; U -132 | fanatics 1.5 O +100; U -130 | prophetx 1.5 O -20000; U -20000 | sleeper 1.5 O -106; U -156,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes stable at ~25min last5 (24-29), proj 27 high conf. Recent 3PM: last5 avg 1.2 (1,1,2,1,1), last10 1.1; season 1.45 but recent lower. Vs UConn prior:1-3. Attempts 4-5/gm, 31% 3P%. Team 3PM proj 8.8<11.2 ssn avg suggests tough env. Proj 1.24 aligns w/recent; under 1.5 reliable, low over risk. No injuries/news.",1.24,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=55994
Silas Demary,Connecticut,Illinois,23.0,0.85,"[31, 0, 22, 23, 23]","[2.7, 0, 1.9, 2, 2]",G,assists,under,4.0688,4.5,-115,sleeper,0.62,1.1526,88,,,caesars 3.5 O -225; U +164 | prophetx 4.5 O -20000; U -20000 | sleeper 4.5 O -143; U -115,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Grade 2 high ankle sprain with calf/Achilles issues, consistently played 22-23 min in last 3 tournament games despite limited practice","High recent consistency (22,23,23 min) reduces prior std dev concerns amid ongoing injury management","Minutes proj 23 reliable (22-23 last 3 tourney games despite Grade 2 ankle/calf injury, no practice reps). Recent AST: 4@UCLA(22min),3@MSU(23),2@Duke(23) avg 3.0, declining trend vs season 6apg. Proj 4.07 optimistic amid limited mobility/role shift to scoring (11pts Duke). Low team AST 15.8 vs 18.6 avg. Injury news confirms fragility but stable role; under edge strong, trustworthy.",4.07,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54416
Trey McKenney,Michigan,Arizona,23.0,1.0,"[23, 25, 23, 28, 19]","[1.4, 1.6, 1.4, 1.8, 1.2]",GF,points,under,8.4227,9.5,-121,prophetx,0.63,1.1467,48,,,caesars 9.5 O -107; U -125 | fanatics 9.5 O -105; U -125 | fanduel 9.5 O +102; U -132 | prophetx 9.5 O -109; U -121 | sleeper 8.5 O -143; U -115,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 23 solid vs last5 avg 23.6 (19-28 range), stable role as key bench scorer. But pts proj 8.42 underestimates recent: last5 12,17,8,10,6 (avg10.6, 3/5 over9.5); tourney hot streak 17/12 vs ALA/TENN. Volatile output (5-17 range), fragile in big spots. Lower team PTS proj (79vs89) helps under but momentum risks over vs AZ frontcourt focus. Edge shaky on stale recent trends.",8.42,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=58414
Andrej Stojakovic,Illinois,Connecticut,27.0,0.9,"[31, 20, 26, 29, 26]","[1.6, 1, 1.4, 1.5, 1.4]",F,points_rebounds,under,15.388,16.5,-111,fanduel,0.6,1.1465,72,,,fanduel 16.5 O -115; U -111 | prophetx 16.5 O -20408; U -20000,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes proj 27 aligns w/ last5 avg 26.4 & tourney 27/28/26/20; stable role as key bench spark. Recent PRA:22(Iowa),13(HOU),25(VCU),12(Penn); mixed, low vs tough HOU D. Season 13.6pts/4.4reb=18PRA but proj 15.4 fits UConn elite D, low team PTS74. Hot streak fragile.","10.99,4.40","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54816
Tarris Reed,Connecticut,UCLA,33.0,0.92,"[30, 27, 23, 29, 35]","[3.3, 3, 2.5, 3.2, 3.8]",C,rebounds,over,11.2178,9.5,-112,fanduel,0.6,1.1419,72,,LINE_CHANGED_11.5_TO_9.5:,caesars 9.5 O -124; U -108 | fanduel 9.5 O -112; U -118 | prophetx 9.5 O -129; U -120 | sleeper 9.5 O -130; U -127,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Consistent high recent minutes,"Minutes proj 33 solid, last5 avg 31.6MP consistent. Reb last5:9(Duke),5(MSU),13(UCLA),27(Furman outlier),7(StJ) avg12.2 but 8.25 sans outlier in non-blowouts. Season 8.8R/26.9M. Illinois elite reb (#1 height/7th RPG margin), limited to 5R/15M prev (inj). Low team REB proj 35. Fragile prod vs tough matchup lowers trust in 11.2 over 9.5.",11.22,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53353
Ivan Kharchenkov,Arizona,Utah St.,37.0,0.95,"[24, 29, 32, 36, 26]","[1.4, 1.7, 1.8, 2.1, 1.5]",F,threes,over,1.4276,0.5,-179,caesars,0.73,1.137,62,,,caesars 0.5 O -179; U NA | fanatics 0.5 O -190; U +130,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,High and stable recent minutes across nearly all top lineups,"Minutes proj 37 high confidence, last5 stable 36/26/36/35/38, starter locked no injury. But 3PM recent last5: 0/1,1/2,1/3,0/1,0/1 (avg 0.4, 2/5 games 1+). Low vol 1.6 att/g, 33-50% 3pt%. Coach: avoid settling for 3s, slasher role. Team 3PM proj steady but distributed to Burries. Proj 1.43/73% win over 0.5 optimistic vs fragile recent hit rate. Final Four pressure may limit att. Edge reduced.",1.43,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59287
Aday Mara,Michigan,Arizona,20.0,0.9,"[27, 21, 26, 27, 18]","[2.6, 2, 2.5, 2.6, 1.7]",C,rebounds,under,6.1849,7.5,-157,caesars,0.69,1.1303,82,,,caesars 7.5 O +117; U -157 | fanduel 6.5 O -114; U -114 | prophetx 6.5 O -137; U -113 | sleeper 6.5 O -139; U -118,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 20 conservative vs last5 avg 23.8, but foul trouble frequent (4PF last game, 18min/4reb blowout). Tourney reb 5.25/game in 23mpg. Season 6.8rpg<7.5. Shares boards w/Lendeborg (7+ recent). Low team REB proj 36.6 vs 40.7 avg. Ariz bigs may limit opp but raise fouls. Strong under value, minor min risk.",6.18,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55279
David Mirkovic,Illinois,Connecticut,37.0,0.9,"[37, 28, 23, 34, 38]","[2.5, 1.9, 1.6, 2.3, 2.6]",C,points_rebounds_assists,over,27.7391,24.5,-133,sleeper,0.64,1.1271,78,,,sleeper 24.5 O -133; U -123,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,"Variance in recent games (23-38 min), but consistently heavy rotation player","Minutes proj 37 high vs last5 avg 32min (24-38 range, incl recent 24min VCU). PRA avg 28.6 last5 (16-49 variance), but UConn elite D limited him to ~17min/ low output in Nov matchup. Team low PTS proj 74 vs 84 avg hurts. Strong recent role/ production (26@Hou,36@MD), no injury, but matchup/pace risks edge. 64% win lik solid but adversarial downgrade for variance/tough opp.","15.08,9.85,2.81","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57910
Silas Demary,Connecticut,Illinois,23.0,0.85,"[31, 0, 22, 23, 23]","[2.7, 0, 1.9, 2, 2]",G,points,over,9.1456,7.5,-114,fanduel,0.6,1.1263,48,,,caesars 7.5 O -118; U -113 | fanduel 7.5 O -114; U -114 | prophetx 7.5 O -126; U -124 | sleeper 7.5 O -127; U -130,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Grade 2 high ankle sprain with calf/Achilles issues, consistently played 22-23 min in last 3 tournament games despite limited practice","High recent consistency (22,23,23 min) reduces prior std dev concerns amid ongoing injury management","Minutes stable at 22-23min in tourney despite injury (ankle/calf), matching 23proj. But pts volatile: tourney 2(UCLA),2(MSU),11(Duke); last5 avg6.2. Injury limits scoring (poor shooting early tourney), role shifted to defense/facilitate. 9.1proj stale vs recent; low team PTS(70). Over7.5 hit 1/3 recently. Fragile edge.",9.15,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54416
Jayden Ross,Connecticut,Illinois,22.0,0.95,"[23, 21, 22, 19, 21]","[2.2, 2, 2.1, 1.9, 2]",F,points,over,4.9395,3.5,-122,sleeper,0.62,1.1212,48,,,sleeper 3.5 O -122; U -133,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,"Minutes stable ~21-22 last5 (19-24), matching 22 proj w/ high conf. Pts volatile: last5 0(Duke21m),1(MSU19m),11(UCLA22m),2(Furman21m),3(StJ24m); avg 3.4, 4/5 under 3.5. Defensive bench role per previews; low scoring Final Four env (team PTS proj 70<78.7 avg). Prior vs IL 5pts/16m. Fragile recent prod despite season 4.6PPG erodes edge.",4.94,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54878
Nimari Burnett,Michigan,Arizona,23.0,0.9,"[28, 26, 24, 17, 27]","[2.1, 2, 1.8, 1.3, 2]",GF,points_rebounds_assists,under,12.7512,13.5,-115,sleeper,0.59,1.0991,65,,,sleeper 13.5 O -143; U -115,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 23 ok vs last5 avg~24 but volatile (14-28 range, recent low 17min). Season PRA 12.3, proj 12.75 reasonable. Recent 5 PRA avg 13.6 w/highs 20/16 in 26+min but lows 8/9 in <20min. Postseason uptick risky for under. No injury, starter role solid. Lower scoring game aids under but unstable mins/fragile PRA trend docks score.","8.29,3.23,1.24","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=50096
Roddy Gayle,Michigan,Arizona,22.0,0.85,"[13, 23, 20, 26, 22]","[1, 1.8, 1.6, 2, 1.7]",F,points,over,7.3268,6.5,104,fanduel,0.54,1.0989,72,,,caesars 6.5 O -106; U -127 | fanatics 6.5 O -105; U -125 | fanduel 6.5 O +104; U -135 | prophetx 6.5 O -108; U -143 | sleeper 6.5 O -112; U -147,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,High std dev (4.35); stepped up post-Cason injury but variable usage,"Minutes proj 22 matches last5 avg(20.8) but variable(12-27min, std4.35); low in losses/blowouts. Recent pts last10:8,16,3,14,2,4,4,15,6,2 avg7.4~proj7.3, but 6/10 under6.5 w/boom(16,15,14)/bust(2-4) games. Season7.1ppg bench role solid post-Cason injury, tournament hot(14,3,16,8 avg10) yet poor3pt%(25%). No injuries. Low team PTS79 vs89 pace/def vsAZ questions edge; unstable prod lowers trust.",7.33,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=53359
Alex Karaban,Connecticut,UCLA,37.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,points,under,12.2326,12.5,-101,prophetx,0.55,1.0971,68,,,caesars 12.5 O -127; U -105 | fanatics 12.5 O -105; U -125 | fanduel 12.5 O -114; U -114 | prophetx 12.5 O -130; U -101 | sleeper 12.5 O -132; U -123,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,"Minutes ultra-stable at 37+ last 5 (36-38), confidence high, no injuries. Points volatile in NCAA tourney: 22(Furman),27(UCLA),17(MSU),5(Duke poor 2-10FG). Avg 17.75 prior to dud, but low team proj 70pts vs Illinois stout D favors under 12.5. Projection 12.2 reasonable given variance, role key but fragile streak.",12.23,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=52265
Silas Demary,Connecticut,Illinois,23.0,0.85,"[31, 0, 22, 23, 23]","[2.7, 0, 1.9, 2, 2]",G,rebounds,under,3.7627,3.5,114,caesars,0.51,1.0954,82,,,caesars 3.5 O -152; U +114 | fanduel 4.5 O +126; U -168 | prophetx 4 O -20408; U -171 | sleeper 3.5 O -179; U +107,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Grade 2 high ankle sprain with calf/Achilles issues, consistently played 22-23 min in last 3 tournament games despite limited practice","High recent consistency (22,23,23 min) reduces prior std dev concerns amid ongoing injury management","Minutes stable at 22-23min last 4 tournament games (UCLA:3reb/22min, MSU:3/23, Duke:5/23) despite Grade 2 ankle/calf injury & no live reps. Avg REB 3.67 recent vs proj 3.76. Guard role (6apg focus), team REB proj 34.9<season 36.4. No role/min changes; under hits 2/3 recent but 5reb risk. Solid edge, minor injury fragility.",3.76,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54416
Jaden Bradley,Arizona,Utah St.,37.0,0.88,"[35, 31, 31, 34, 23]","[2.2, 1.9, 1.9, 2.1, 1.4]",G,threes,over,1.1339,0.5,-140,fanatics,0.64,1.0931,58,,,caesars 0.5 O -143; U NA | fanatics 0.5 O -140; U +105,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,"High recent minutes as core starter in most lineups, past wrist scare resolved","Minutes proj 37 ok but last5 avg 33.4 w/ one 23min blowout; high role certainty as PG starter, wrist resolved. Threes fragile: last5 avg 1.0 3PM (0,1,1,1,2) w/ 0 in Elite8 (39min); season 26/66 .394 low vol ~1.7att/g, 6/10 recent 0s. Mich elite 3ptD (top20 29-30%). Team 3PM stable but distrib risk. Proj 1.13 over 0.5 optimistic vs trends.",1.13,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=52396
Eric Reibe,Connecticut,Illinois,5.0,0.82,"[11, 5, 10, 7, 7]","[1.7, 0.8, 1.5, 1.1, 1.1]",C,rebounds,under,1.2679,1.5,-169,sleeper,0.69,1.0925,88,,,sleeper 1.5 O +102; U -169,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Variable recent minutes (5-16); slight reduction to reallocate bench minutes to returning Stewart given lineup context,"Minutes proj 5.0 conservative vs last5 avg8 (11,5,10,7,7), but recent tournament rebs 0-1 (Duke1,MSU0,UCLA1,Furman0). Prev vs Ill 7reb/22min due to Reed fouls, but Reed now tourney beast (13.5rpg/32min). Reibe faded role; Stewart wing return spares C min. Proj 1.27 reb fits low output. Team REB down. Under trustworthy.",1.27,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=58097
Nimari Burnett,Michigan,Arizona,23.0,0.9,"[28, 26, 24, 17, 27]","[2.1, 2, 1.8, 1.3, 2]",GF,threes,under,1.5007,1.5,-113,caesars,0.58,1.091,88,,,caesars 1.5 O -118; U -113 | fanatics 1.5 O -115; U -115 | sleeper 1.5 O -128; U -128,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 23 aligns with last5 avg ~24 (28,26,24,17,27), stable role as starter/spacer. Recent 3PM: last5 avg1.8 (1,0,3,3,2), last2 0.5 (vs ALA,TENN), supports under1.5 at 38% on 4PA. Arizona strong D may limit shots. Variable but no injuries/news threaten; team 3PM proj down. Edge trustworthy.",1.50,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=50096
Tarris Reed,Connecticut,UCLA,33.0,0.92,"[30, 27, 23, 29, 35]","[3.3, 3, 2.5, 3.2, 3.8]",C,points_rebounds,over,27.0055,24.5,-125,fanduel,0.61,1.0893,75,,LINE_CHANGED_26.5_TO_24.5:,fanduel 24.5 O -125; U -102 | prophetx 24.5 O -20408; U -20408,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Consistent high recent minutes,"Minutes stable at 29-35 last 5. Recent P+R: 35(Duke),25(MSU),23(UCLA),58(Furman),24(SJU); avg 29>24.5 but variable. Foul risk high (4PF MSU). Illinois #1 height, strong boards; low team PTS/REB proj hurts overs. Tough matchup limits edge vs hot streak.","15.79,11.22","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53353
Elliot Cadeau,Michigan,Arizona,35.0,0.85,"[38, 26, 37, 34, 34]","[2.9, 2, 2.9, 2.6, 2.6]",G,rebounds,over,3.5165,2.5,-133,sleeper,0.62,1.089,68,,,sleeper 2.5 O -133; U -123,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03","Possible allergic reaction pre-Final Four travel; evaluated and cleared, plans to play",High std dev (4.21); recent health issue but confirmed available for game,"Minutes proj 35 reliable (last5 avg33.8, std4.2; starter w/ injured backup). Reb last5:1,2,4,5,3 (avg3.0, 3/5 over2.5) up from season2.6 but volatile for PG. Tournament trend solid but 2 unders in low-reb games. Allergic rxn cleared, no role change. Team REB proj36.6<<season40.7 vs AZ reb elite; fragile edge in tough env.",3.52,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55027
Alex Karaban,Connecticut,UCLA,37.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,rebounds,over,5.8654,4.5,-136,fanduel,0.62,1.0839,52,,LINE_CHANGED_5.5_TO_4.5:,caesars 4.5 O -145; U +110 | fanatics 4.5 O -145; U +110 | fanduel 4.5 O -136; U +102 | prophetx 4.5 O -153; U -101 | sleeper 4.5 O -156; U -105,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,"Minutes stable at 36-40 last 10, no injury/role issues. Rebs volatile: last 5 (Duke3,MSU7,UCLA5,Furman3,StJ5) avg4.6, 3/5 over4.5; tourney avg4.5. Season~5 but proj5.9 high vs recent. Illinois strong reb def (+10 margin), limits UConn team REB to34.9<36.4avg. Fragile for over, edge untrustworthy.",5.87,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=52265
Tobe Awaka,Arizona,Utah St.,17.0,0.9,"[20, 20, 27, 14, 18]","[2.6, 2.6, 3.5, 1.8, 2.3]",FC,points,under,7.1353,7.5,-114,fanduel,0.58,1.083,85,,LINE_CHANGED_8.5_TO_7.5:,caesars 7.5 O -110; U -121 | fanatics 7.5 O -105; U -125 | fanduel 7.5 O -114; U -114 | prophetx 7.5 O -122; U -127 | sleeper 7.5 O -128; U -128,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,Variable recent minutes but frequent in lineups spelling frontcourt,"Minutes proj 17 aligns w/ last5 avg16 (11-24), but volatile w/ foul trouble (4PF vs Purdue/Houston). PTS last5:4,14,4,11,2 avg7.0=proj7.13. High min games yield 11-14pts, low min<5. Michigan physical frontcourt limits OREB/putbacks. Lower team REB/PTS proj supports under. Edge trustworthy despite volatility.",7.14,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=53032
Yaxel Lendeborg,Michigan,Arizona,34.0,0.95,"[34, 27, 32, 35, 35]","[1.9, 1.5, 1.8, 1.9, 1.9]",C,threes,under,1.7749,1.5,121,caesars,0.49,1.0784,28,,,caesars 1.5 O -162; U +121 | fanatics 1.5 O -165; U +120 | prophetx 1.5 O -20000; U -20000 | sleeper 1.5 O -185; U +109,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 34 stable (last5:34/27/32/35/35). No injury issues post-ankle sprain. Recent 3PM: 4/7(Purdue),3/5(SLU),4/5(ALA),3/9(Tenn)-avg 3.3 on 5-9 att. Hot streak 32/62(52%) last13, up from early slump. Star role, POY, high vol. Team 3PM proj down but his share high. Under 1.5 fragile vs form; proj stale.",1.77,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55504
Alex Karaban,Connecticut,UCLA,37.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,threes,under,1.8368,1.5,130,fanatics,0.47,1.0774,68,,LINE_CHANGED_2.5_TO_1.5:,caesars 2.5 O +159; U -218 | fanatics 1.5 O -190; U +130 | prophetx 1.5 O -20408; U -194 | sleeper 1.5 O -185; U +109,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,"Minutes proj 37 stable, last5 36-38 consistent, no injury/role issues. Recent 3PM: Duke1-6, MSU3-8, UCLA4-8, Fur4-9, SJU1-5 (avg2.6, vol high). Hot streak cooled vs Duke. Illinois opp3P%~31% strong D; team3PM7.7<8.57. Proj1.84 reasonable vs volatile role/usage. Under viable but fragile production lowers trust.",1.84,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=52265
Tomislav Ivisic,Illinois,Connecticut,27.0,0.95,"[24, 21, 23, 29, 27]","[1.9, 1.6, 1.8, 2.2, 2.1]",C,points,under,9.1204,9.5,-113,caesars,0.57,1.0758,68,,,caesars 9.5 O -120; U -113 | fanatics 9.5 O -115; U -115 | fanduel 9.5 O -114; U -114 | prophetx 9.5 O -123; U -127 | sleeper 9.5 O -128; U -128,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes proj 27 aligns w/ last5 avg 24.6 & tourn 24.8, stable role as starter C, no injuries. Recent pts:13(Iowa),9(HOU),14(VCU),12(Penn),9(Wis) avg11.4; tourn12.0. Vs UConn earlier11pts. Volatile(2/5 under9.5), foul risk(fouled out last). Low team total74 favors under but recent hot streak/hot vs physical foes makes edge fragile. 57% winprob reasonable but adversarial recent overs lower trust.",9.12,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=55994
Solo Ball,Connecticut,UCLA,28.0,0.92,"[24, 25, 17, 29, 25]","[1.5, 1.6, 1.1, 1.8, 1.6]",GF,rebounds,over,3.2642,2.5,-112,sleeper,0.56,1.068,42,,,sleeper 2.5 O -112; U -147,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Nagging wrist injury, managed with strong recent tournament play","High recent minutes (30, 32) in Sweet 16/Elite 8; reports confirm wrist improving and key role as starter (25-30+ MPG)","Adversarial review disproves: Last 5 games REB 2,0,2,5,3 (avg 2.4<2.5 line), incl 0 in 32min Sweet16 & 2 in 30min Elite8 despite high mins. 13min tournament game (UCLA) signals volatility, possibly foul trouble. Recent shooting slump (2-18 3s) & wrist history may limit aggression. Team REB proj 34.9<season 36.4, slower PTS 70 pace vs Illini rematch cuts opps. Fragile form undermines 3.26 proj.",3.26,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54875
Kylan Boswell,Illinois,Connecticut,29.0,0.9,"[17, 27, 34, 30, 27]","[1.1, 1.8, 2.3, 2, 1.8]",G,points_rebounds_assists,over,16.9299,15.5,-115,sleeper,0.57,1.0654,58,,,sleeper 15.5 O -115; U -143,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,Recovered from February broken hand; full minutes recently,"Minutes stable at ~28-30 recently (26-34 tournament), but 17min outlier earlier due to fouls. Recent PRA: 6 (Iowa),12 (Hou),19 (VCU),17 (Penn); avg ~13.5, volatile pts (0FG last 2gms). Tough UConn D limits scoring; proj 16.9 optimistic vs low team tot 74. Role key, recovered, prior 37PRA vs UConn but early szn. Fragile edge.","10.79,3.65,2.50","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53510
Morez Johnson,Michigan,Arizona,24.0,1.0,"[24, 26, 27, 24, 23]","[2.2, 2.3, 2.4, 2.2, 2.1]",C,points,under,11.1821,11.5,-109,caesars,0.55,1.0625,68,,,caesars 11.5 O -122; U -109 | fanduel 11.5 O -114; U -114 | prophetx 11.5 O -128; U -121 | sleeper 11.5 O -130; U -125,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 24 stable (last5:23-27). Recent pts last5:12(Tenn),7(Ala),15(SLU),21(How),8(Pur) avg12.6>11.18 proj but volatile(7-21). Poor shooting vs Ala(3-10). Season13.2PPG efficient62%FG. No injuries, starter role firm. Vs AZ: foul risk noted in previews(4PF Tenn), tough frontcourt matchup, team PTS proj79<season89. Edge ok but fragile recent prod lowers trust.",11.18,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=56077
