Player,team,opponent,proj_mins,conf,last_5_games,last_5_games_fouls,pos,stat,bet_side,stat_projection,line,odds,book,win_pct,expected_value,xAiScore,manualRtg,manualNotes,full_odds_meta_data,team_averages,minutes_injury_summary,minutes_confidence_justification,xAiContext,matched_sim_means,sim_source,game_time_cst,kenpom_player_url
David Mirkovic,Illinois,Connecticut,37.0,0.9,"[37, 28, 23, 34, 38]","[2.5, 1.9, 1.6, 2.3, 2.6]",C,points,over,15.0787,14.5,154,fanduel,0.51,1.3015,48,,,caesars 12.5 O -125; U -107 | draftkings 12.5 O -130; U NA | fanatics 13.5 O +110; U -115 | fanduel 14.5 O +154; U -114 | prophetx 12.5 O -129; U +105 | sleeper 12.5 O -135; U -122,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,"Variance in recent games (23-38 min), but consistently heavy rotation player","Minutes proj 37>last5 avg32 (24-38 range, incl 24 low). Recent pts:9,14,7,29,19 (avg15.6, but 3/5 under14.5; low in high-min Iowa38/9). Prior vs UConn:8/18min. Team PTS74<84avg low-scoring. High variance/fragile prod vs elite D lowers edge.",15.08,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57910
Aday Mara,Michigan,Arizona,20.0,0.9,"[27, 21, 26, 27, 18]","[2.6, 2, 2.5, 2.6, 1.7]",C,rebounds,under,6.1849,7.5,-114,fanduel,0.69,1.2962,82,,,caesars 7.5 O +106; U -157 | draftkings 7.5 O +125; U NA | fanduel 7.5 O +144; U -114 | prophetx 6.5 O -137; U -113 | sleeper 6.5 O -139; U -118,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 20 conservative vs last5 avg 23.8, but foul trouble frequent (4PF last game, 18min/4reb blowout). Tourney reb 5.25/game in 23mpg. Season 6.8rpg<7.5. Shares boards w/Lendeborg (7+ recent). Low team REB proj 36.6 vs 40.7 avg. Ariz bigs may limit opp but raise fouls. Strong under value, minor min risk.",6.18,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55279
Alex Karaban,Connecticut,UCLA,37.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,points,under,12.2326,14.5,-114,fanduel,0.68,1.2849,78,,LINE_CHANGED_12.5_TO_14.5:,caesars 12.5 O -127; U -105 | draftkings 14.5 O +125; U NA | fanatics 12.5 O -105; U -125 | fanduel 14.5 O +148; U -114 | prophetx 12.5 O -130; U -101 | sleeper 12.5 O -132; U -123,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,"Minutes projection solid (37 proj, last5:36-38 avg, high conf). Points volatile last5:5(Duke),17(MSU),27(UCLA),22(FUR),7(SJU) avg15.6>14.5 but spread high w/ recent 5pt dud 2-10FG. No injury limit, full role. Low team PTS proj70 vs78avg favors under. Matchup vs ILL D questions efficiency. Projection trustworthy but fragile prod lowers slightly.",12.23,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=52265
Brayden Burries,Arizona,Utah St.,32.0,0.95,"[33, 33, 19, 33, 28]","[2.3, 2.3, 1.3, 2.3, 2]",F,points_rebounds_assists,under,20.5166,24.5,-137,sleeper,0.74,1.2779,72,,LINE_CHANGED_25.5_TO_24.5:,sleeper 24.5 O -119; U -137,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,N/A,"Minutes proj 32 aligns w/ last5 avg 30.8 & tourney 28-34, high conf. Recent PRA: tourney avg ~26 (22PUR,30ARK,27USU,25LIU), last10 avg 25+ exc injury game (4PRA@20min). Recovered, key starter w/ Bradley. Model 20.5 under recent/hot streak, but low team PTS proj(78vs86) & MI tough D favor under. Recent overs risk edge, but matchup supports.","13.67,4.62,2.23","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59285
Kylan Boswell,Illinois,Connecticut,29.0,0.9,"[17, 27, 34, 30, 27]","[1.1, 1.8, 2.3, 2, 1.8]",G,points,over,10.7851,9.5,126,fanduel,0.56,1.2762,38,,,caesars 8.5 O -118; U -113 | draftkings 8.5 O -115; U NA | fanatics 8.5 O -115; U -115 | fanduel 9.5 O +126; U -118 | prophetx 8.5 O -123; U -127 | sleeper 8.5 O -127; U -130,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,Recovered from February broken hand; full minutes recently,"Minutes proj 29 aligns w/ last5 27-34mp (minor foul dip to 18 earlier), healthy post-hand injury. But pts fragile: 2(27mp Iowa E8),6(30mp Houston S16),12(34 VCU),13(27 Penn); avg 8.4 last5. 0FG last2 tough games, 3PT<30%, foul trouble (3-5PF). UConn top perimeter D, team 74pts proj vs 84avg. Over 9.5 edge shaky vs recent trend.",10.79,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53510
Elliot Cadeau,Michigan,Arizona,35.0,0.85,"[38, 26, 37, 34, 34]","[2.9, 2, 2.9, 2.6, 2.6]",G,points_assists,over,21.5881,17.5,-130,draftkings,0.72,1.2702,68,,,draftkings 17.5 O -130; U NA,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03","Possible allergic reaction pre-Final Four travel; evaluated and cleared, plans to play",High std dev (4.21); recent health issue but confirmed available for game,"Recent allergic reaction raises health/minutes risk despite clearance; delayed travel & supervision add uncertainty. Minutes volatile (26 in L5, std 4.21). Recent P+A strong (~20: 10P/10A vs Purdue, 12/8 vs StL, 10A vs Tenn) but AZ backcourt edge, team proj PTS79/AST16 low vs season. Proj 21.6 optimistic; edge fragile.","15.19,6.40","interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55027
Roddy Gayle,Michigan,Arizona,22.0,0.85,"[13, 23, 20, 26, 22]","[1, 1.8, 1.6, 2, 1.7]",F,points,under,7.3268,9.5,-135,fanduel,0.72,1.2594,72,,,caesars 6.5 O -106; U -127 | draftkings 6.5 O -115; U NA | fanatics 6.5 O -105; U -125 | fanduel 9.5 O +270; U -135 | prophetx 6.5 O -108; U -143 | sleeper 6.5 O -112; U -147,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,High std dev (4.35); stepped up post-Cason injury but variable usage,"Minutes proj 22 aligns w/ last5 avg21 (13-27min, high std). Points recent:2@PUR(13m),14@HOW(23),3@SLU(20),16@ALA(27),8@TENN(22); avg8.6>proj7.3 but 3/5 under9.5, variance high. Post-Cason stepped up but bench role shared w/McKenney. AZ strong backcourt, low team PTS proj79. Hot streak fragile vs tough matchup; under edge trustworthy but unstable.",7.33,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=53359
Yaxel Lendeborg,Michigan,Arizona,34.0,0.95,"[34, 27, 32, 35, 35]","[1.9, 1.5, 1.8, 1.9, 1.9]",C,rebounds,over,8.2535,7.5,142,fanduel,0.52,1.2589,42,,,caesars 7.5 O +131; U -108 | draftkings 6.5 O -115; U NA | fanatics 6.5 O -115; U -115 | fanduel 7.5 O +142; U -104 | prophetx 6.5 O -132; U -118 | sleeper 6.5 O -137; U -119,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes stable at 33+ avg last 5 (27-35), no injury issues. Rebounds fragile: last 10 games 3,4,5,5,5,6,7,7,8,12 (avg ~6.5). Tournament: 4,6,12,7 (avg 7.25), hit 8+ only once recently. Scoring focus (20+ pts) may dilute reb. Tough AZ frontcourt, team REB proj 36.6<40.7 season avg, slower game. Proj 8.25 over 7.5 optimistic, variance high.",8.25,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55504
Trey McKenney,Michigan,Arizona,23.0,1.0,"[23, 25, 23, 28, 19]","[1.4, 1.6, 1.4, 1.8, 1.2]",GF,threes,under,1.397,1.5,105,fanatics,0.61,1.2488,78,,,caesars 1.5 O -129; U -104 | draftkings 1.5 O -145; U NA | fanatics 1.5 O -140; U +105 | fanduel 1.5 O -144; U NA | prophetx 1.5 O -20000; U -20000 | sleeper 1.5 O -108; U -154,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes stable at ~23 mpg last 10 (19-28), matching proj. Recent 3PM last5: 1,3,2,1,0 (avg 1.4); last10 avg 1.6. Season 1.7/4.3 att 38%. Hot streaks (3/5 ALA, debut 6/8) but 0/2 vs PUR. Cason injury boosted role earlier; stable bench spark. AZ elite def (.310 opp 3P%) suppresses team 3PM to 8.4<9.4 avg. Proj 1.40 reasonable under 1.5 but variance risks over (6/10 last10). Edge solid vs tough matchup.",1.40,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=58414
Motiejus Krivas,Arizona,Utah St.,32.0,0.98,"[25, 23, 27, 25, 22]","[2.7, 2.5, 2.9, 2.7, 2.4]",C,points_rebounds_assists,over,23.0612,18.5,-139,sleeper,0.73,1.2481,82,,,sleeper 18.5 O -139; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,Variable recent minutes but key in top lineup shares with Peat/Awaka,"Last 5 PRA:21(PUR35min),21(ARK23),27(USU32),18(LIU22),12(HOU25); avg19.8>18.5 (4/5 over). Min avg27.4<proj32 variable. Starter in best lineup, healthy post-injury. Tough paint battle vs MI Mara risks pts/reb dip. Team proj78pts low pace. Solid edge but matchup fragility lowers score.","12.12,9.77,1.17","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55294
Keaton Wagler,Illinois,Connecticut,37.0,0.95,"[43, 32, 32, 38, 37]","[2.5, 1.8, 1.8, 2.2, 2.1]",G,rebounds,under,5.3367,5.5,115,fanatics,0.57,1.2286,68,,,caesars 5.5 O +120; U +111 | draftkings 5.5 O +115; U NA | fanatics 5.5 O +125; U +115 | fanduel 5.5 O +140; U +102 | prophetx 4.5 O -159; U +102 | sleeper 4.5 O -159; U -104,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes stable at ~37 (last5:43,32,32,38,37; conf 0.95), no injuries. Recent REB volatile: last5 1,7,5,12,2 (avg5.4); last10 avg5.2 w/6 unders 5.5. Season 5.0rpg. UConn strong reb opp, team proj REB36.4 low vs41. Fragile prod lowers trust in under edge (proj5.34,57%win); guard but physical, could spike.",5.34,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57911
Motiejus Krivas,Arizona,Utah St.,32.0,0.98,"[25, 23, 27, 25, 22]","[2.7, 2.5, 2.9, 2.7, 2.4]",C,rebounds,over,9.7722,7.5,-115,fanatics,0.66,1.2275,78,,,caesars 7.5 O -130; U -113 | draftkings 7.5 O -125; U NA | fanatics 7.5 O -115; U -115 | fanduel 7.5 O -116; U -114 | prophetx 7.5 O -127; U -122 | sleeper 7.5 O -133; U -123,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,Variable recent minutes but key in top lineup shares with Peat/Awaka,"Minutes proj 32 optimistic vs last5 avg 27.4 (25,22,32,23,35) & season 25; variable usage w/ Awaka/Peat. Last5 reb:6,7,14,5,12 (avg8.8>7.5), but fragile (two <6 in 23-25min). Season 8.2 reb solid for starter. Tough MI frontcourt matchup limits team REB proj37.6<43avg. No injuries, key role, tourney upside, but stale high proj erodes edge.",9.77,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55294
Ivan Kharchenkov,Arizona,Utah St.,37.0,0.95,"[24, 29, 32, 36, 26]","[1.4, 1.7, 1.8, 2.1, 1.5]",F,rebounds,under,5.1713,5.5,105,fanatics,0.6,1.2274,58,,,caesars 5.5 O +132; U +102 | draftkings 5.5 O +140; U NA | fanatics 5.5 O +135; U +105 | fanduel 5.5 O +145; U -106 | prophetx 4.5 O -141; U -110 | sleeper 4.5 O -141; U -116,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,High and stable recent minutes across nearly all top lineups,"Minutes stable ~35+ last 10 (one 26min blowout), high confidence ok. Rebs volatile: last10 avg 5.2 (3-10 range), postseas 6.5 (8,3,5,10). Overs in 3/5 recent incl Elite8 8r/38m, HOU7r/36m. Season 4.3r stale vs hot streak. No injury/role risk but fragile production, variance hurts under edge vs MI rebound battle. Team REB proj low (37v43) aids under but recent overs erode trust.",5.17,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59287
David Mirkovic,Illinois,Connecticut,37.0,0.9,"[37, 28, 23, 34, 38]","[2.5, 1.9, 1.6, 2.3, 2.6]",C,points_rebounds,over,24.9277,21.5,-118,fanduel,0.66,1.213,72,,,draftkings 21.5 O -130; U NA | fanduel 21.5 O -118; U -108 | prophetx 20.5 O -20408; U -20408,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,"Variance in recent games (23-38 min), but consistently heavy rotation player","Minutes proj 37 high vs last5 avg 32 (24-38 range), volatile PRA avg 25.4 but 21,24,12,46,24; tourney excl outlier Penn avg~19. Tough UConn D limits pts/reb vs prior low role game (8pts/18min). Team proj REB/PTS down. Solid role but matchup fragility caps edge.","15.08,9.85","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57910
Andrej Stojakovic,Illinois,Connecticut,27.0,0.9,"[31, 20, 26, 29, 26]","[1.6, 1, 1.4, 1.5, 1.4]",F,points_rebounds_assists,under,16.302,18.5,-128,sleeper,0.67,1.1877,52,,,sleeper 18.5 O -128; U -128,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes proj 27 aligns w/ last5 avg 26.4 but volatile (20 min outlier); bench role flux per recent quotes/rotation tightening; recent tourney PRA explodes (26 vs VCU 26min, ~23 vs Iowa 27min) vs stale 16.3 proj (pts underrates hot streak); low team pts/elite UConn D supports under but fragile high form & key spark role erode edge trustworthiness.","10.99,4.40,0.91","interpolated_sim,interpolated_sim,poisson_fallback",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54816
Eric Reibe,Connecticut,Illinois,5.0,0.82,"[11, 5, 10, 7, 7]","[1.7, 0.8, 1.5, 1.1, 1.1]",C,points,under,1.726,2.5,-154,sleeper,0.72,1.1861,88,,,sleeper 2.5 O -108; U -154,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Variable recent minutes (5-16); slight reduction to reallocate bench minutes to returning Stewart given lineup context,"Last 5 games: 7min/2pts,7/0,11/4,5/0,11/6 (avg 8.2min/2.4pts); all but one under 2.5. Postseason: 7.5min/0.8pts. Reed dominating (32+min tourney), Stewart back splitting bench mins. Variable but low recent production/usage supports under proj (1.73). Low team pace (70pts). Solid edge despite min volatility.",1.73,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=58097
Solo Ball,Connecticut,UCLA,28.0,0.92,"[24, 25, 17, 29, 25]","[1.5, 1.6, 1.1, 1.8, 1.6]",GF,threes,under,1.5575,1.5,111,caesars,0.56,1.1823,92,,LINE_CHANGED_2.5_TO_1.5:,caesars 1.5 O -148; U +111 | draftkings 1.5 O -155; U NA | fanduel 1.5 O -140; U NA | prophetx 1.5 O -20000; U -20000 | sleeper 2.5 O +160; U -312,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Nagging wrist injury, managed with strong recent tournament play","High recent minutes (30, 32) in Sweet 16/Elite 8; reports confirm wrist improving and key role as starter (25-30+ MPG)","Adversarial review disproves over: Solo Ball in deep 3PT slump (0.6 3PM avg last5: 0,2,0,1,0 despite 26min avg; 0/5 twice in 30+min). Wrist injury lingers, shooting woes noted in news. Minutes proj 28 reliable (high tournament play bar 13min foul game). Team 3PM proj down vs season. Proj 1.56 stale; recent supports easy under 1.5.",1.56,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54875
Silas Demary,Connecticut,Illinois,23.0,0.85,"[31, 0, 22, 23, 23]","[2.7, 0, 1.9, 2, 2]",G,points,over,9.1456,9.5,172,fanduel,0.43,1.1813,28,,,caesars 7.5 O -118; U -113 | draftkings 7.5 O -115; U NA | fanduel 9.5 O +172; U -114 | prophetx 7.5 O -126; U -124 | sleeper 7.5 O -127; U -130,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Grade 2 high ankle sprain with calf/Achilles issues, consistently played 22-23 min in last 3 tournament games despite limited practice","High recent consistency (22,23,23 min) reduces prior std dev concerns amid ongoing injury management","Minutes proj solid (22-23 consistent last 3 tourney games despite Grade 2 ankle/calf injury), but pts output poor: 2@UCLA(22min),2@MSU(23),11@Duke(23) avg~5pts. Season 10.4 overstates recent inefficient role (defensive PG). Team proj 70pts vs 78.7 avg signals low env. Proj 9.14 too high; over fragile/untrustworthy.",9.15,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54416
Nimari Burnett,Michigan,Arizona,23.0,0.9,"[28, 26, 24, 17, 27]","[2.1, 2, 1.8, 1.3, 2]",GF,points,under,8.285,9.5,-120,fanduel,0.64,1.1698,68,,,caesars 8.5 O +101; U -136 | draftkings 8.5 O -115; U NA | fanatics 8.5 O +110; U +105 | fanduel 9.5 O +182; U -120 | prophetx 7.5 O -130; U -120 | sleeper 7.5 O -128; U -128,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 23 aligns w/ last5 avg ~24 (28,26,24,17,26), but 17min dip in Sweet16 vs ALA risks lower usage. PTS volatile: last5 10,2,11,15,12 (avg10>8.3proj), 3/5 over 9.5; season PPG8.4 supports under. No injuries/news; starter role firm. Lower team PTS proj(79vs89) aids under, but tourney variance & recent overs fragile edge. Score reflects instability.",8.29,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=50096
Brayden Burries,Arizona,Utah St.,32.0,0.95,"[33, 33, 19, 33, 28]","[2.3, 2.3, 1.3, 2.3, 2]",F,steals,over,1.4674,1.5,175,fanatics,0.42,1.1677,52,,,fanatics 1.5 O +175; U -240,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,N/A,"Minutes proj 32 solid vs last5 avg 30.8, high conf. Recent Elite8 vs Purdue: 3 STL. Season per40 STL 2.0 suggests ~1.6 exp at 32min. Team STL proj 6.86 down from sea 8.07, poss slower vs MI. Proj 1.47<1.5 line, 42% win lik. No injury but past foul trouble/ankle. Role starter certain but scoring focus may limit gambling. Marginal over value.",1.47,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59285
Keaton Wagler,Illinois,Connecticut,37.0,0.95,"[43, 32, 32, 38, 37]","[2.5, 1.8, 1.8, 2.2, 2.1]",G,assists,under,3.8561,4.5,-130,fanatics,0.66,1.161,84,,,caesars 4.5 O -112; U -134 | draftkings 4.5 O +100; U NA | fanatics 4.5 O +100; U -130 | fanduel 5.5 O +180; U NA | prophetx 4.5 O -20000; U -20000 | sleeper 4.5 O -112; U -147,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes proj 37 aligns perfectly w/ last5 avg 36.4 & tourney trend; stable role, no injuries/rotation news. Recent AST volatile (8,7,3,3,2 last5 avg4.6) but tourney avg3.75 in low-score games (65-55,71-59,76-55) vs stout defs mirrors 3.86 proj & low team AST12.7. UConn elite D limits dimes; under edge trustworthy despite variance.",3.86,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57911
Braylon Mullins,Connecticut,UCLA,29.0,0.95,"[33, 34, 32, 27, 37]","[3.3, 3.4, 3.2, 2.7, 3.7]",GF,points_rebounds_assists,under,14.7049,16.5,-128,sleeper,0.65,1.1595,88,,LINE_CHANGED_18.5_TO_16.5:,sleeper 16.5 O -128; U -128,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Slightly high std dev but consistent recent usage in lineups,"Minutes proj 29 aligns w/ last5 avg 30.2 (26-37), high confidence, starter role firm post-injury. Recent PRA last5:11(Duke),13(MSU),22(UCLA),20(Furman),12(SJU) avg15.6<16.5; 3/5 unders. Tourn avg16.5 but pts low recently (8-17) on poor 3PT shooting pre-hero shot. Reb/ast steady ~3.5/1.4. Low team PTS proj 70 vs 78.7 avg favors under PRA. Volatile output (11-28 range) dings score slightly; no news changes.","9.71,3.69,1.30","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=58096
Tomislav Ivisic,Illinois,Connecticut,27.0,0.95,"[24, 21, 23, 29, 27]","[1.9, 1.6, 1.8, 2.2, 2.1]",C,threes,under,1.2418,1.5,-130,fanatics,0.65,1.1553,88,,,caesars 1.5 O -102; U -132 | draftkings 1.5 O -105; U NA | fanatics 1.5 O +100; U -130 | fanduel 1.5 O -104; U NA | prophetx 1.5 O -20000; U -20000 | sleeper 1.5 O -106; U -156,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes stable at ~25min last5 (24-29), proj 27 high conf. Recent 3PM: last5 avg 1.2 (1,1,2,1,1), last10 1.1; season 1.45 but recent lower. Vs UConn prior:1-3. Attempts 4-5/gm, 31% 3P%. Team 3PM proj 8.8<11.2 ssn avg suggests tough env. Proj 1.24 aligns w/recent; under 1.5 reliable, low over risk. No injuries/news.",1.24,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=55994
Alex Karaban,Connecticut,UCLA,37.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,rebounds,over,5.8654,5.5,135,fanduel,0.49,1.1537,38,,,caesars 5.5 O +117; U +110 | draftkings 5.5 O +130; U NA | fanatics 5.5 O +130; U +110 | fanduel 5.5 O +135; U +102 | prophetx 4.5 O -153; U -101 | sleeper 4.5 O -156; U -105,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,"Minutes proj 37 solid, last5 37-38 stable, no injury/rot changes. But REB recent avg 4.6 last5/10 (3,7,5,3,5), 4/5 games under 5.5 even w/ high min. Tourney volatile: 3x3reb. Season~5.2, proj5.86 high vs log. Team REB34.9<36.4 proj lower env. Early vs Ill9 stale. Fragile prod, weak role for rebs as shooter, winProb0.49 confirms under edge. Low trust for over.",5.87,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=52265
Trey McKenney,Michigan,Arizona,23.0,1.0,"[23, 25, 23, 28, 19]","[1.4, 1.6, 1.4, 1.8, 1.2]",GF,points,under,8.4227,9.5,-121,prophetx,0.63,1.1467,48,,,caesars 9.5 O -107; U -125 | draftkings 9.5 O -115; U NA | fanatics 9.5 O -105; U -125 | fanduel 9.5 O +108; U -132 | prophetx 9.5 O -109; U -121 | sleeper 8.5 O -143; U -115,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 23 solid vs last5 avg 23.6 (19-28 range), stable role as key bench scorer. But pts proj 8.42 underestimates recent: last5 12,17,8,10,6 (avg10.6, 3/5 over9.5); tourney hot streak 17/12 vs ALA/TENN. Volatile output (5-17 range), fragile in big spots. Lower team PTS proj (79vs89) helps under but momentum risks over vs AZ frontcourt focus. Edge shaky on stale recent trends.",8.42,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=58414
Andrej Stojakovic,Illinois,Connecticut,27.0,0.9,"[31, 20, 26, 29, 26]","[1.6, 1, 1.4, 1.5, 1.4]",F,points_rebounds,under,15.388,16.5,-111,fanduel,0.6,1.1465,72,,,draftkings 17.5 O -105; U NA | fanduel 16.5 O -115; U -111 | prophetx 16.5 O -20408; U -20000,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes proj 27 aligns w/ last5 avg 26.4 & tourney 27/28/26/20; stable role as key bench spark. Recent PRA:22(Iowa),13(HOU),25(VCU),12(Penn); mixed, low vs tough HOU D. Season 13.6pts/4.4reb=18PRA but proj 15.4 fits UConn elite D, low team PTS74. Hot streak fragile.","10.99,4.40","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54816
Tarris Reed,Connecticut,UCLA,33.0,0.92,"[30, 27, 23, 29, 35]","[3.3, 3, 2.5, 3.2, 3.8]",C,rebounds,over,11.2178,9.5,-112,fanduel,0.6,1.1419,72,,LINE_CHANGED_11.5_TO_9.5:,caesars 10.5 O +118; U -108 | draftkings 10.5 O +110; U NA | fanduel 9.5 O -112; U -118 | prophetx 9.5 O -129; U -120 | sleeper 9.5 O -130; U -127,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Consistent high recent minutes,"Minutes proj 33 solid, last5 avg 31.6MP consistent. Reb last5:9(Duke),5(MSU),13(UCLA),27(Furman outlier),7(StJ) avg12.2 but 8.25 sans outlier in non-blowouts. Season 8.8R/26.9M. Illinois elite reb (#1 height/7th RPG margin), limited to 5R/15M prev (inj). Low team REB proj 35. Fragile prod vs tough matchup lowers trust in 11.2 over 9.5.",11.22,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53353
David Mirkovic,Illinois,Connecticut,37.0,0.9,"[37, 28, 23, 34, 38]","[2.5, 1.9, 1.6, 2.3, 2.6]",C,points_rebounds_assists,over,27.7391,24.5,-133,sleeper,0.64,1.1271,78,,,sleeper 24.5 O -133; U -123,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,"Variance in recent games (23-38 min), but consistently heavy rotation player","Minutes proj 37 high vs last5 avg 32min (24-38 range, incl recent 24min VCU). PRA avg 28.6 last5 (16-49 variance), but UConn elite D limited him to ~17min/ low output in Nov matchup. Team low PTS proj 74 vs 84 avg hurts. Strong recent role/ production (26@Hou,36@MD), no injury, but matchup/pace risks edge. 64% win lik solid but adversarial downgrade for variance/tough opp.","15.08,9.85,2.81","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57910
